-1.0,-1.0,387.528076171875,224.1875,393.6629333496094,223.3125,398.0449523925781,237.3125,400.6741638183594,243.4375,380.516845703125,224.1875,377.88763427734375,238.1875,376.13482666015625,249.5625,393.6629333496094,247.8125,390.1573181152344,271.4375,389.2808837890625,293.3125,384.0224609375,248.6875,387.528076171875,273.1875,390.1573181152344,292.4375,-1.0,-1.0,-1.0,-1.0,390.1573181152344,214.5625,383.14605712890625,213.6875
-1.0,-1.0,387.03448486328125,223.3125,394.0229797363281,223.3125,397.5172424316406,238.1875,399.2643737792969,243.4375,380.0459899902344,224.1875,377.42529296875,238.1875,375.67816162109375,250.4375,394.0229797363281,247.8125,391.4023132324219,270.5625,392.2758483886719,293.3125,383.54022216796875,248.6875,387.03448486328125,274.0625,390.52874755859375,292.4375,-1.0,-1.0,-1.0,-1.0,389.6551818847656,213.6875,381.7930908203125,213.6875
-1.0,-1.0,386.03448486328125,223.3125,393.0229797363281,222.4375,397.39080810546875,236.4375,398.2643737792969,243.4375,379.0459899902344,223.3125,378.17242431640625,236.4375,375.5517272949219,250.4375,393.89654541015625,246.9375,393.0229797363281,268.8125,396.5172424316406,280.1875,383.4137878417969,246.9375,386.9080505371094,272.3125,389.52874755859375,291.5625,-1.0,-1.0,-1.0,-1.0,389.52874755859375,213.6875,381.6666564941406,213.6875
-1.0,-1.0,386.40447998046875,223.3125,393.4157409667969,222.4375,397.7977600097656,235.5625,399.5505676269531,242.5625,379.39324951171875,223.3125,377.64044189453125,237.3125,375.88763427734375,250.4375,394.2921447753906,246.9375,391.6629333496094,269.6875,389.9101257324219,294.1875,383.7752685546875,247.8125,386.40447998046875,271.4375,389.9101257324219,291.5625,-1.0,-1.0,-1.0,-1.0,389.0337219238281,212.8125,382.0224609375,213.6875
-1.0,-1.0,385.6744079589844,222.57421875,392.74420166015625,221.69140625,396.2790832519531,236.69921875,398.93023681640625,243.76171875,378.6046447753906,223.45703125,376.83721923828125,236.69921875,375.9534912109375,249.94140625,392.74420166015625,246.41015625,390.093017578125,272.89453125,389.20928955078125,293.19921875,383.02325439453125,248.17578125,385.6744079589844,273.77734375,389.20928955078125,292.31640625,-1.0,-1.0,-1.0,-1.0,389.20928955078125,211.98046875,381.25579833984375,212.86328125
-1.0,-1.0,386.05682373046875,222.57421875,392.2613525390625,222.57421875,396.69317626953125,236.69921875,397.5795593261719,244.64453125,378.0795593261719,223.45703125,377.19317626953125,236.69921875,374.5340881347656,247.29296875,392.2613525390625,247.29296875,388.7159118652344,271.12890625,390.4886474609375,288.78515625,381.625,248.17578125,384.2840881347656,272.01171875,388.7159118652344,290.55078125,-1.0,-1.0,-1.0,-1.0,388.7159118652344,211.98046875,381.625,212.86328125
-1.0,-1.0,386.1573181152344,222.3125,393.1685485839844,222.3125,396.6741638183594,236.3125,397.5505676269531,243.3125,378.2696533203125,223.1875,376.516845703125,235.4375,374.7640380859375,247.6875,391.4157409667969,246.8125,388.7865295410156,269.5625,388.7865295410156,287.0625,381.7752685546875,247.6875,383.528076171875,270.4375,387.9101257324219,287.9375,-1.0,-1.0,-1.0,-1.0,388.7865295410156,211.8125,380.89886474609375,212.6875
-1.0,-1.0,385.6593322753906,222.3125,392.69232177734375,222.3125,396.20880126953125,236.3125,-1.0,-1.0,377.74725341796875,222.3125,375.989013671875,236.3125,374.23077392578125,246.8125,391.81317138671875,248.5625,389.1758117675781,270.4375,390.054931640625,286.1875,381.26373291015625,248.5625,383.02197265625,271.3125,387.4175720214844,286.1875,-1.0,-1.0,-1.0,-1.0,388.29669189453125,210.9375,380.3846130371094,211.8125
-1.0,-1.0,385.1573181152344,221.4375,392.1685485839844,220.5625,395.6741638183594,235.4375,396.5505676269531,253.8125,377.2696533203125,221.4375,375.516845703125,235.4375,374.64044189453125,246.8125,391.2921447753906,249.4375,387.7865295410156,270.4375,387.7865295410156,285.3125,380.7752685546875,249.4375,380.7752685546875,270.4375,386.0337219238281,285.3125,-1.0,-1.0,-1.0,-1.0,387.7865295410156,210.0625,379.89886474609375,211.8125
-1.0,-1.0,385.5384521484375,221.4375,392.5714416503906,221.4375,396.0879211425781,236.3125,395.20880126953125,252.9375,376.74725341796875,221.4375,374.989013671875,235.4375,374.1098937988281,246.8125,390.81317138671875,249.4375,388.1758117675781,269.5625,388.1758117675781,283.5625,380.26373291015625,248.5625,380.26373291015625,270.4375,385.5384521484375,284.4375,-1.0,-1.0,-1.0,-1.0,388.1758117675781,210.0625,380.26373291015625,211.8125
